"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2020",0.057,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2005",0.108,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2006",0.092,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2007",0.07,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2008",0.073,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2009",0.068,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2010",0.071,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2011",0.059,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2012",0.084,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2013",0.073,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2014",0.065,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2015",0.072,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2016",0.098,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2017",0.103,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2018",0.136,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2019",0.088,
"FRA","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2020",0.091,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2005",0.144,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2006",0.763,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2007",0.678,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2008",0.181,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2009",1.554,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2010",1.283,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2011",0.953,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2012",1.448,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2013",1.514,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2014",1.69,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2015",3.258,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2016",3.29,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2017",2.598,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2018",2.144,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2019",1.88,
"FRA","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2020",1.711,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2005",23.603,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2006",26.382,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2007",25.529,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2008",24.743,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2009",21.099,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2010",23.886,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2011",24.696,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2012",27.117,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2013",26.956,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2014",26.708,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2015",24.21,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2016",25.829,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2017",26.186,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2018",27.395,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2019",26.85,
"FRA","FDISTOCK_IN_IND","MFG","PC_FDI","A","2020",28.477,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2005",70.477,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2006",69.888,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2007",69.239,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2008",72.502,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2009",75.083,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2010",73.091,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2011",63.173,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2012",67.414,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2013",67.299,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2014",69.874,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2015",69.142,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2016",65.395,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2017",66.358,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2018",68.051,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2019",69.089,
"FRA","FDISTOCK_IN_IND","SERV","PC_FDI","A","2020",66.532,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2005",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2006",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2007",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2008",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2009",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2010",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2011",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2012",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2013",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2014",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2015",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2016",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2017",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2018",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2019",100,
"FRA","FDISTOCK_IN_IND","TOT","PC_FDI","A","2020",100,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2005",31.907,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2006",28.676,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2007",27.222,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2008",28.645,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2009",27.036,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2010",28.163,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2011",26.264,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2012",25.767,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2013",25.514,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2014",27.709,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2015",27.592,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2016",24.851,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2017",24.334,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2018",25.879,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2019",26.452,
"FRA","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2020",25.1,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2005",0.788,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2006",1.384,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2007",2.096,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2008",0.688,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2009",0.965,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2010",1.141,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2011",1.003,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2012",0.897,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2013",0.736,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2014",0.603,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2015",0.54,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2016",0.631,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2017",0.65,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2018",0.794,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2019",0.637,
"FRA","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2020",0.607,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2005",0.978,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2006",1.039,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2007",0.742,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2008",0.857,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2009",0.555,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2010",0.019,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2011",0.026,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2012",0.08,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2013",0.07,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2014",0.242,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2015",0.622,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2016",0.705,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2017",0.471,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2018",0.5,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2019",0.505,
"FRA","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2020",0.295,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2005",0.041,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2006",0.039,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2007",0.067,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2008",0.067,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2009",0.128,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2010",0.092,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2011",0.063,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2012",0.068,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2013",0.067,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2014",0.056,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2015",0.09,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2016",0.104,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2017",0.077,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2018",0.08,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2019",0.073,
"FRA","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2020",0.064,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2013",0.023,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2014",0.023,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2015",0.023,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2016",0.042,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2017",0.033,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2018",0.031,
"DEU","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2019",0.028,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2013",0.149,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2014",0.168,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2015",0.21,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2016",0.1,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2017",0.258,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2018",0.249,
"DEU","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2019",0.324,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2013",5.703,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2014",5.06,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2015",5.463,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2016",5.117,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2017",6.417,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2018",6.301,
"DEU","FDISTOCK_IN_IND","MFG","PC_FDI","A","2019",5.381,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2013",90.392,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2014",90.716,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2015",90.053,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2016",90.301,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2017",89.127,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2018",89.181,
"DEU","FDISTOCK_IN_IND","SERV","PC_FDI","A","2019",89.538,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2013",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2014",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2015",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2016",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2017",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2018",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2019",100,
"DEU","FDISTOCK_IN_IND","TOT","PC_FDI","A","2020",100,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2013",7.193,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2014",35.686,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2015",36.556,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2016",35.84,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2017",34.672,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2018",34.514,
"DEU","FDISTOCK_IN_IND","FINANCEINS","PC_FDI","A","2019",37.802,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2013",0.687,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2014",0.941,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2015",1.053,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2016",0.935,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2017",0.827,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2018",0.753,
"DEU","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2019",0.863,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2013",0.001,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2014",0.058,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2015",0.02,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2016",0.265,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2017",0.079,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2018",0.071,
"DEU","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2019",0.063,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2013",0.059,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2014",0.048,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2015",0.054,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2016",0.052,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2017",0.047,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2018",0.027,
"DEU","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2019",0.029,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2013",1.315,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2014",1.409,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2015",1.188,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2016",1.059,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2017",0.981,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2018",0.229,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2019",0.518,
"GRC","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2020",0.672,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2013",2.138,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2014",1.912,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2015",1.765,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2016",0.981,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2017",1.01,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2018",1.38,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2019",1.592,
"GRC","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2020",0.749,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2013",44.34,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2014",34.036,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2015",31.475,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2016",32.522,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2017",27.161,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2018",25.708,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2019",24.856,
"GRC","FDISTOCK_IN_IND","MFG","PC_FDI","A","2020",21.758,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2013",38.671,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2014",45.698,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2015",51.13,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2016",49.715,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2017",51.431,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2018",53.166,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2019",54.322,
"GRC","FDISTOCK_IN_IND","SERV","PC_FDI","A","2020",55.939,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2013",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2014",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2015",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2016",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2017",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2018",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2019",100,
"GRC","FDISTOCK_IN_IND","TOT","PC_FDI","A","2020",100,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2013",10.785,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2014",14.052,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2015",12.387,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2016",10.277,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2017",9.29,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2018",7.48,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2019",5.492,
"GRC","FDISTOCK_IN_IND","ELECGAS","PC_FDI","A","2020",3.151,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2013",2.644,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2014",2.422,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2015",1.609,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2016",4.965,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2017",4.2,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2018",4.417,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2019",3.835,
"GRC","FDISTOCK_IN_IND","MINEQUARR","PC_FDI","A","2020",3.484,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2013",0.106,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2014",0.19,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2015",0.144,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2016",0.15,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2017",0.106,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2018",0.112,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2019",0.095,
"GRC","FDISTOCK_IN_IND","WATERSUPP","PC_FDI","A","2020",0.002,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2008",0.538,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2009",0.515,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2010",0.566,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2011",0.527,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2012",0.587,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2013",0.587,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2014",0.571,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2015",0.643,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2016",0.662,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2017",0.719,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2018",0.649,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2019",0.617,
"HUN","FDISTOCK_IN_IND","AGRFORTFISH","PC_FDI","A","2020",0.62,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2008",1.758,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2009",1.783,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2010",1.741,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2011",1.405,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2012",1.183,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2013",0.94,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2014",0.766,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2015",0.889,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2016",1.126,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2017",1.177,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2018",1.279,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2019",1.282,
"HUN","FDISTOCK_IN_IND","CONSTR","PC_FDI","A","2020",1.17,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2008",27.692,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2009",25.11,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2010",25.478,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2011",15.169,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2012",20,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2013",21.431,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2014",24.83,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2015",10.816,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2016",29.619,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2017",41.948,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2018",41.112,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2019",42.577,
"HUN","FDISTOCK_IN_IND","MFG","PC_FDI","A","2020",44.804,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2008",62.084,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2009",64.478,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2010",63.163,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2011",76.55,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2012",71.45,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2013",71.295,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2014",68.579,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2015",80.95,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2016",61.292,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2017",48.225,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2018",49.015,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2019",47.127,
"HUN","FDISTOCK_IN_IND","SERV","PC_FDI","A","2020",45.249,
"HUN","FDISTOCK_IN_IND","TOT","PC_FDI","A","2008",100,
"HUN","FDISTOCK_IN_IND","TOT","PC_FDI","A","2009",100,
"HUN","FDISTOCK_IN_IND","TOT","PC_FDI","A","2010",100,
"HUN","FDISTOCK_IN_IND","TOT","PC_FDI","A","2011",100,
"HUN","FDISTOCK_IN_IND","TOT","PC_FDI","A","2012",100,
